User_Id,Race,Flavors,Positive,Negative,Medical
841,hybrid,"Apple, Diesel, Sweet, Minty, Ammonia, Violet, Woody, Citrus, Orange, Pine, Earthy, Fruit, Pungent, Menthol, Grape, Honey, Chemical, Blue Cheese, Tropical, Tree, Mango, Sage, Skunk","Happy, Creative, Uplifted, Tingly, Hungry","Anxious, Paranoid","Cramps, Eye Pressure, Seizures, Lack of Appetite, Fatigue, Nausea, Depression, Headaches, Pain"
842,,"Tobacco, Sweet, Apricot, Woody, Lavender, Chestnut, Tree, Peach, Diesel, Plum, Berry, Minty, Tea, Lemon, Grape, Grapefruit, Flowery, Pineapple, Butter, Apple, Tropical, Cheese, Pepper, Mint, Pine, Mango, Coffee, Skunk, Orange, Violet","Talkative, Tingly, Happy, Creative, Aroused","Paranoid, Dry Eyes, Dizzy","Lack of Appetite, Seizures, Stress, Inflammation, Depression, Pain, Headaches, Insomnia, Eye Pressure"
843,,"Lavender, Berry, Flowery, Sage, Pepper, Tree Fruit, Minty, Peach, Plum, Blueberry, Nutty, Butter, Chemical, Blue Cheese, Woody, Lime, Pineapple, Cheese, Coffee, Diesel, Skunk, Vanilla, Tree, Pungent, Orange, Pear, Violet, Tea, Grapefruit, Apple","Hungry, Energetic, Focused, Talkative, Relaxed, Euphoric",,"Insomnia, Depression, Spasticity"
844,"hybrid, indica","Orange, Sweet, Tropical, Peach, Tree Fruit, Grape, Chemical, Lime, Tea, Tree, Fruit, Lavender, Flowery, Chestnut, Menthol, Plum, Minty, Pineapple, Pepper, Rose, Butter, Blue Cheese, Cheese, Citrus, Apricot, Pungent, Strawberry","Hungry, Tingly, Giggly, Uplifted, Relaxed, Talkative, Euphoric, Creative",Anxious,"Fatigue, Headache, Spasticity, Stress, Headaches, Depression"
845,"sativa, indica","Diesel, Sweet, Sage, Nutty, Pepper, Berry, Orange","Aroused, Euphoric, Uplifted",,"Headaches, Nausea, Insomnia, Headache, Lack of Appetite, Inflammation, Eye Pressure"
846,,"Tobacco, Blue, Mint, Tropical, Honey, Diesel, Woody, Pungent, Minty, Strawberry, Grapefruit, Pineapple, Citrus, Spicy/Herbal, Butter, Coffee, Chestnut, Nutty, Blue Cheese",,"Dry Mouth, Dizzy","Fatigue, Headache, Cramps, Pain, Lack of Appetite, Stress, Insomnia"
847,,"Tar, Rose, Chestnut, Tree Fruit, Lime, Woody, Cheese, Tea, Citrus, Earthy, Pepper, Sweet, Pear, Strawberry, Spicy/Herbal, Orange, Pineapple","Hungry, Euphoric, Giggly, Happy, Focused, Aroused","Paranoid, Dry Mouth, Dizzy","Fatigue, Depression"
848,"indica, hybrid","Grape, Fruit, Woody, Lime, Pineapple, Coffee, Berry, Peach, Chemical, Mango, Cheese, Pear, Vanilla, Minty, Apricot, Lavender, Blue Cheese, Butter, Spicy/Herbal, Pepper, Nutty, Apple, Tree, Sage, Chestnut, Tree Fruit, Skunk, Tea, Pine, Tropical, Blue, Honey","Sleepy, Tingly, Focused","Dry Mouth, Dizzy, Paranoid, Anxious",
849,hybrid,"Pear, Plum, Chemical, Pepper, Honey, Sweet, Butter, Vanilla, Berry, Skunk, Minty, Blue Cheese, Grapefruit, Lime, Tree",Euphoric,"Dry Mouth, Anxious, Paranoid, Dizzy",
850,indica,"Ammonia, Cheese, Orange, Chemical, Citrus, Coffee, Tropical, Pineapple, Menthol, Rose, Blueberry, Pear, Tar, Violet, Grape, Pungent, Apple, Mango, Blue, Nutty, Tobacco, Flowery, Chestnut, Sweet, Tree, Lime, Skunk, Tree Fruit, Strawberry","Aroused, Happy, Uplifted, Talkative, Energetic, Focused, Giggly, Tingly","Dizzy, Anxious, Paranoid","Headache, Fatigue, Stress, Inflammation, Depression, Pain, Muscle Spasms, Seizures"
851,"hybrid, sativa","Pear, Mint, Flowery, Skunk, Tree, Lime, Berry, Ammonia, Spicy/Herbal","Happy, Relaxed, Creative, Uplifted, Energetic, Focused","Dry Eyes, Dry Mouth","Insomnia, Fatigue, Seizures, Headache, Stress, Nausea"
852,sativa,"Peach, Pear, Tree, Plum, Berry, Flowery, Chemical, Vanilla, Apricot, Sage, Tea, Butter, Fruit, Pineapple, Pine, Mango, Lemon, Rose, Tropical, Minty, Strawberry, Tar, Blue Cheese, Spicy/Herbal, Cheese, Sweet, Blueberry, Blue, Skunk, Coffee, Lavender","Focused, Tingly",Anxious,"Insomnia, Headaches, Spasticity, Inflammation, Depression, Headache, Nausea"
853,,"Citrus, Peach, Coffee, Orange, Blue, Sage, Chestnut, Nutty, Menthol, Tea, Grapefruit, Berry, Woody, Violet, Chemical, Lavender, Plum, Strawberry, Tree, Tropical, Diesel","Creative, Focused, Talkative, Hungry, Energetic, Sleepy, Giggly, Euphoric, Uplifted",Dizzy,"Seizures, Muscle Spasms, Insomnia, Inflammation, Lack of Appetite, Headaches, Eye Pressure"
854,"sativa, indica","Honey, Vanilla, Rose, Grape, Fruit, Tea, Lemon, Blue Cheese, Coffee, Chestnut, Butter, Pineapple, Minty","Tingly, Creative, Uplifted","Dry Eyes, Anxious, Dry Mouth","Eye Pressure, Stress, Nausea, Headaches, Inflammation, Fatigue, Depression"
855,"hybrid, sativa, indica","Grapefruit, Apple, Skunk, Tobacco, Lemon, Chemical, Berry, Mint, Grape, Butter, Minty, Lime, Honey, Tar, Woody, Orange, Menthol, Nutty, Strawberry, Pine, Pepper, Earthy, Blue, Rose, Cheese, Blue Cheese, Tropical, Pear, Tree, Chestnut, Fruit, Tree Fruit","Happy, Aroused, Giggly, Uplifted, Energetic, Creative, Relaxed, Talkative","Dizzy, Paranoid, Anxious","Cramps, Pain, Nausea, Eye Pressure, Seizures, Lack of Appetite, Headache, Headaches, Insomnia"
856,"sativa, hybrid, indica","Flowery, Lavender, Apricot, Diesel, Tree, Mint, Chestnut, Apple, Grapefruit, Ammonia, Lemon, Strawberry, Chemical","Tingly, Happy, Focused, Giggly, Euphoric, Relaxed, Uplifted, Talkative","Paranoid, Dizzy, Anxious","Depression, Inflammation, Headache"
857,,"Spicy/Herbal, Berry, Earthy, Pear, Menthol, Vanilla, Plum, Mint, Orange, Sage",Giggly,Dizzy,"Stress, Cramps, Pain, Headache, Nausea, Seizures, Eye Pressure, Fatigue"
858,,"Butter, Citrus, Chemical, Blueberry, Blue Cheese, Peach, Orange, Earthy, Sweet, Spicy/Herbal, Ammonia, Violet, Rose, Fruit, Apple, Pepper, Flowery","Euphoric, Energetic, Giggly, Sleepy, Hungry, Creative, Aroused, Happy, Tingly, Talkative","Dizzy, Dry Eyes, Paranoid, Anxious","Headache, Muscle Spasms, Seizures, Eye Pressure, Pain, Headaches"
859,sativa,"Pungent, Citrus, Mango","Sleepy, Relaxed, Tingly, Giggly, Creative","Paranoid, Dry Eyes, Dry Mouth","Lack of Appetite, Eye Pressure, Inflammation, Seizures, Muscle Spasms, Stress, Pain"
860,"hybrid, sativa","Tea, Strawberry, Minty, Grape, Fruit","Aroused, Happy, Uplifted, Giggly, Relaxed, Tingly, Euphoric, Talkative",Dry Mouth,"Seizures, Cramps, Muscle Spasms, Inflammation, Insomnia, Nausea, Headaches"
861,"sativa, indica, hybrid","Skunk, Orange, Tropical, Nutty, Strawberry, Tea, Lemon, Blue Cheese, Minty, Grape, Fruit, Pear, Cheese, Tree, Diesel, Mango, Tree Fruit, Butter, Tar, Tobacco, Apricot, Pungent, Pepper, Lavender, Citrus, Chemical, Sage, Ammonia","Focused, Energetic, Relaxed, Sleepy, Aroused, Giggly, Tingly, Happy, Talkative",,"Inflammation, Fatigue, Spasticity, Headaches, Nausea, Cramps, Headache"
862,,"Sweet, Coffee, Blue Cheese, Berry, Tree, Blueberry, Pepper, Blue, Violet, Mango, Orange, Lemon, Grape, Pine, Ammonia, Chemical, Butter, Nutty, Pungent, Cheese, Plum, Skunk, Mint","Talkative, Uplifted, Giggly, Hungry, Sleepy, Aroused, Euphoric","Dry Eyes, Paranoid, Anxious, Dizzy","Headache, Depression, Spasticity, Inflammation, Cramps, Lack of Appetite, Headaches, Insomnia"
863,indica,"Blueberry, Pine, Orange, Chemical, Tea, Mango, Apple, Plum, Tar, Skunk, Diesel, Cheese, Blue, Pungent, Tree Fruit, Grapefruit, Vanilla, Lavender, Sage, Blue Cheese","Aroused, Talkative, Giggly, Relaxed, Uplifted, Creative, Sleepy, Happy, Focused",,"Stress, Insomnia, Inflammation"
864,,"Blue, Pear, Ammonia, Tar, Tree, Strawberry",Talkative,,"Pain, Eye Pressure, Cramps, Fatigue, Inflammation, Seizures, Spasticity, Muscle Spasms, Stress"
865,sativa,Berry,"Giggly, Aroused, Talkative, Uplifted, Happy, Sleepy, Relaxed","Paranoid, Dizzy, Anxious, Dry Eyes","Headaches, Nausea, Headache, Insomnia"
866,,"Chestnut, Apple, Strawberry, Tropical, Pineapple, Nutty, Lime, Pungent, Grape, Chemical, Spicy/Herbal, Ammonia, Sweet, Plum","Uplifted, Sleepy, Aroused, Creative, Talkative, Giggly","Anxious, Dry Mouth, Dizzy, Dry Eyes","Headaches, Headache, Nausea, Spasticity, Cramps, Pain"
867,"indica, sativa","Spicy/Herbal, Tar, Orange, Pine","Hungry, Energetic, Talkative, Euphoric, Giggly, Tingly","Dry Eyes, Dry Mouth, Paranoid","Headache, Lack of Appetite"
868,"indica, hybrid","Honey, Menthol, Plum, Pepper, Lemon, Pine, Cheese, Sweet, Blueberry, Mint, Blue Cheese, Apple, Tea, Chestnut, Citrus, Lime, Diesel, Tobacco, Coffee, Skunk, Pear, Chemical, Fruit","Relaxed, Energetic, Happy","Dry Mouth, Anxious, Paranoid","Headaches, Seizures, Inflammation, Eye Pressure, Cramps, Insomnia, Headache, Depression, Muscle Spasms, Stress"
869,"indica, hybrid","Apricot, Lime, Tree Fruit, Ammonia, Mint, Woody, Spicy/Herbal, Vanilla, Plum, Pineapple, Blue Cheese, Pear, Violet, Tree, Earthy, Grape, Menthol, Peach, Coffee, Tea, Honey, Tar, Citrus, Lemon, Pungent, Lavender, Strawberry","Aroused, Talkative, Giggly, Tingly, Hungry",,Depression
870,sativa,"Pungent, Ammonia, Earthy, Strawberry, Blueberry, Chestnut, Coffee, Spicy/Herbal, Honey, Mango, Sage, Lavender, Pear","Sleepy, Uplifted, Hungry, Relaxed, Energetic, Tingly, Giggly, Happy, Aroused",Dry Eyes,"Headache, Lack of Appetite, Nausea, Pain, Seizures, Inflammation"
871,"sativa, indica","Lime, Tobacco, Spicy/Herbal, Tree Fruit, Fruit, Strawberry, Orange, Sweet, Tropical","Creative, Euphoric, Hungry","Dizzy, Dry Eyes",
872,"indica, sativa, hybrid","Orange, Tea, Violet, Butter, Woody, Mint, Diesel, Spicy/Herbal, Honey, Tree, Menthol, Rose, Earthy, Citrus, Peach, Berry, Blue Cheese, Minty, Blueberry, Tobacco, Grape, Apricot, Grapefruit, Ammonia, Pineapple, Pepper, Lavender, Apple, Pear","Tingly, Aroused, Talkative, Happy, Relaxed",,"Pain, Headache, Fatigue, Headaches, Spasticity, Seizures, Muscle Spasms, Stress, Inflammation, Cramps, Depression, Insomnia"
873,hybrid,"Ammonia, Pear, Flowery, Diesel, Apricot, Berry, Tree Fruit, Peach, Blueberry, Blue, Lime, Butter, Menthol, Grape, Coffee, Tobacco, Tropical, Rose, Honey, Woody, Chestnut, Blue Cheese, Fruit","Sleepy, Creative, Giggly, Relaxed, Hungry","Anxious, Dizzy, Dry Mouth, Paranoid","Stress, Fatigue, Cramps, Muscle Spasms, Inflammation, Seizures, Depression, Insomnia"
874,"hybrid, indica, sativa","Grape, Tree Fruit, Mint, Menthol, Lime, Ammonia, Sage, Peach, Rose, Grapefruit, Pungent, Woody, Blueberry, Pineapple, Butter, Coffee, Nutty, Apple, Spicy/Herbal, Fruit, Chestnut","Hungry, Relaxed, Creative, Talkative","Dry Mouth, Anxious, Paranoid","Seizures, Headaches, Fatigue, Headache, Lack of Appetite"
875,"sativa, hybrid","Flowery, Diesel, Sage, Vanilla, Chemical, Skunk, Tree, Blue Cheese, Coffee, Apple, Earthy, Tree Fruit, Pungent, Tar, Orange, Grapefruit, Peach","Aroused, Relaxed, Tingly, Giggly, Talkative, Hungry, Uplifted, Happy","Dizzy, Dry Mouth, Paranoid","Fatigue, Stress, Eye Pressure, Depression, Headaches, Inflammation"
876,,"Vanilla, Menthol, Grape, Pine, Plum, Berry, Blue, Pineapple, Skunk, Butter, Tar, Grapefruit, Rose, Blue Cheese, Strawberry, Apple, Pepper, Citrus, Tea, Ammonia, Sweet, Tropical, Chemical, Tree Fruit",Happy,"Dizzy, Paranoid","Headaches, Stress"
877,indica,"Vanilla, Chestnut, Tea, Orange, Pear, Earthy, Grapefruit, Mango, Spicy/Herbal, Butter, Plum, Apple, Sweet, Ammonia, Rose, Pungent, Citrus","Relaxed, Talkative, Energetic",,"Headache, Pain, Inflammation, Nausea, Cramps, Seizures, Lack of Appetite, Spasticity, Depression, Eye Pressure"
878,sativa,"Grape, Earthy, Chestnut, Tea, Lavender, Lime, Blue, Orange, Tar, Ammonia, Peach, Tree Fruit, Grapefruit, Butter, Tobacco, Flowery, Fruit, Pineapple, Citrus, Pungent, Nutty, Tree, Chemical, Rose, Violet, Menthol, Pear, Tropical, Pine, Coffee, Mint",Sleepy,,"Seizures, Headache, Insomnia, Nausea, Depression"
879,,"Orange, Flowery, Rose, Peach, Nutty, Pine","Sleepy, Uplifted, Tingly, Hungry, Aroused, Talkative","Paranoid, Anxious",
880,"sativa, indica","Cheese, Peach, Rose, Skunk, Vanilla, Pepper, Menthol",Giggly,"Paranoid, Dry Mouth","Fatigue, Lack of Appetite, Headaches, Depression, Insomnia, Eye Pressure, Pain, Muscle Spasms, Nausea, Headache"
881,"indica, hybrid","Mint, Berry, Earthy, Citrus, Flowery, Apple, Nutty, Grapefruit, Sage, Tree, Chemical, Skunk, Spicy/Herbal, Woody, Pepper, Plum, Fruit, Tobacco, Coffee, Pungent, Menthol, Honey, Ammonia, Pineapple, Vanilla, Tar","Creative, Hungry, Tingly, Relaxed","Dry Mouth, Dry Eyes",
882,"sativa, hybrid","Plum, Menthol, Chestnut, Fruit, Violet, Pungent, Tropical, Chemical","Talkative, Sleepy, Creative, Euphoric, Relaxed, Giggly","Paranoid, Anxious, Dry Eyes","Stress, Headache, Nausea, Inflammation"
883,"indica, sativa",,"Energetic, Sleepy, Relaxed, Talkative, Aroused","Dry Eyes, Paranoid, Dry Mouth","Headaches, Pain"
884,,"Citrus, Tree Fruit, Strawberry, Apple, Flowery, Cheese, Berry",,Dizzy,"Lack of Appetite, Cramps, Pain, Headaches, Spasticity, Insomnia, Headache, Eye Pressure, Seizures"
885,,"Pineapple, Plum, Strawberry, Fruit, Chestnut, Menthol, Violet, Coffee, Pungent, Spicy/Herbal, Mint, Vanilla, Flowery, Apricot, Pine, Orange, Apple","Relaxed, Uplifted, Focused, Creative, Energetic, Happy, Giggly, Sleepy","Paranoid, Dry Eyes","Stress, Seizures, Fatigue, Inflammation"
886,,"Orange, Tree, Minty, Sweet, Spicy/Herbal, Tar, Apricot, Blue Cheese, Pine, Apple, Pungent, Nutty, Tropical, Blue, Berry, Ammonia, Honey, Strawberry, Mint, Vanilla, Pear, Fruit, Tea, Diesel, Sage, Chestnut, Rose, Menthol","Sleepy, Tingly, Hungry, Happy, Creative","Anxious, Dizzy, Dry Mouth",Eye Pressure
887,"indica, sativa, hybrid",,"Giggly, Hungry, Uplifted, Energetic, Aroused, Relaxed, Happy",,"Inflammation, Eye Pressure, Cramps, Seizures, Fatigue, Lack of Appetite, Muscle Spasms, Stress"
888,indica,"Nutty, Mint, Berry, Lime, Orange, Butter, Coffee, Earthy, Blue, Flowery, Lavender, Strawberry, Pungent, Pepper, Skunk, Tar","Tingly, Giggly, Creative, Uplifted, Happy, Talkative, Aroused, Energetic, Hungry","Dry Mouth, Paranoid, Dizzy","Insomnia, Inflammation, Eye Pressure, Fatigue, Headaches, Spasticity, Seizures"
889,sativa,"Pear, Violet, Berry, Lime, Plum, Minty, Pine, Grapefruit, Menthol, Citrus, Blue Cheese, Mango, Lavender, Tea, Woody, Cheese, Ammonia, Flowery, Mint","Sleepy, Creative, Happy, Energetic, Talkative, Focused, Uplifted, Hungry, Aroused, Relaxed",Anxious,"Headaches, Lack of Appetite, Stress, Eye Pressure, Seizures, Nausea, Depression, Headache, Inflammation, Insomnia, Cramps"
890,indica,"Pungent, Pineapple, Pear, Menthol, Mango, Lavender, Blueberry, Tea, Sage, Coffee, Peach, Ammonia, Fruit, Cheese, Tree, Tar, Tropical, Chemical, Plum, Blue, Tree Fruit, Mint, Spicy/Herbal, Tobacco, Woody, Grapefruit, Grape, Apricot, Orange","Euphoric, Relaxed, Uplifted, Aroused",Dry Eyes,"Lack of Appetite, Headache, Depression, Pain"
891,hybrid,"Cheese, Vanilla, Tar, Honey, Apple, Tea, Pepper, Peach, Coffee, Rose, Minty, Menthol, Plum, Mango, Apricot, Grapefruit, Berry, Chemical, Blue, Skunk","Creative, Talkative, Relaxed, Hungry, Euphoric",Anxious,"Headaches, Spasticity, Stress, Muscle Spasms, Insomnia, Inflammation, Headache, Pain, Fatigue"
892,"sativa, indica","Diesel, Rose, Tar, Spicy/Herbal, Grapefruit, Honey, Sweet, Tree, Cheese, Strawberry, Lemon, Apple, Lime, Pungent, Vanilla, Mint, Tea, Woody, Butter, Coffee, Flowery, Blueberry, Ammonia, Citrus, Tropical, Plum, Apricot",Euphoric,"Anxious, Paranoid, Dry Eyes","Headache, Headaches, Nausea, Insomnia, Depression, Lack of Appetite, Inflammation, Cramps"
893,"indica, hybrid","Fruit, Pine, Tar, Blueberry, Menthol, Minty, Sweet",,"Dry Eyes, Anxious, Paranoid",
894,"indica, sativa","Coffee, Pepper, Grapefruit, Flowery, Tobacco, Vanilla, Grape, Menthol, Strawberry, Pungent, Spicy/Herbal, Sweet, Earthy, Peach, Tropical, Lime, Blue Cheese, Blueberry, Apple, Pear, Nutty, Woody, Rose, Tea, Chestnut, Sage","Focused, Sleepy, Relaxed, Happy, Tingly, Talkative","Dizzy, Dry Eyes","Inflammation, Lack of Appetite, Cramps"
895,,"Pineapple, Lavender, Ammonia, Apricot, Blueberry, Skunk, Chemical, Citrus, Minty, Apple, Orange, Tar, Rose, Peach, Flowery, Pine, Grape, Vanilla, Strawberry, Blue, Honey, Sweet","Sleepy, Giggly, Creative, Uplifted, Talkative, Focused, Aroused",Dizzy,Cramps
896,,"Tobacco, Chestnut, Grape, Spicy/Herbal, Pepper, Tree, Blue Cheese, Lavender, Pineapple, Sweet, Pine, Plum, Nutty, Tea, Orange, Cheese, Skunk, Tree Fruit, Pear, Earthy, Mango, Apricot, Lemon, Sage, Blueberry, Pungent, Lime, Apple, Grapefruit, Violet","Energetic, Euphoric, Talkative, Focused, Tingly, Aroused",,"Pain, Muscle Spasms, Spasticity, Fatigue, Headache"
897,,"Mango, Coffee, Lavender, Violet, Tar, Pine, Earthy, Apricot, Pungent, Pineapple, Sage, Lime, Spicy/Herbal, Strawberry, Peach, Fruit, Berry, Chestnut, Lemon, Plum, Tropical, Blue Cheese, Tea, Grapefruit, Pepper, Minty, Sweet, Diesel, Tree Fruit, Tobacco, Woody","Happy, Sleepy, Aroused, Focused, Tingly, Creative, Relaxed, Giggly, Hungry",Dizzy,"Muscle Spasms, Stress, Headaches, Lack of Appetite, Insomnia, Nausea"
898,"hybrid, indica, sativa","Spicy/Herbal, Lavender, Apricot, Coffee, Menthol, Violet, Blue Cheese, Pine, Grapefruit, Tobacco","Relaxed, Energetic, Talkative, Uplifted, Hungry, Focused, Creative","Dry Eyes, Anxious, Dry Mouth","Inflammation, Fatigue, Spasticity, Stress, Nausea"
899,sativa,"Apple, Peach, Rose, Mango, Tobacco, Tar",Tingly,,"Stress, Lack of Appetite, Cramps, Headache, Nausea"
900,,"Berry, Pear, Grape, Coffee, Orange, Citrus, Skunk, Blueberry, Apricot, Lavender, Tree Fruit, Rose, Pineapple, Spicy/Herbal, Tar, Tree, Nutty, Mint, Sage, Tropical, Pine, Lemon","Relaxed, Creative","Paranoid, Dry Eyes, Dizzy","Nausea, Fatigue, Lack of Appetite, Headaches, Muscle Spasms"
901,"hybrid, sativa","Mint, Violet, Sweet","Relaxed, Sleepy, Focused, Euphoric, Creative, Happy, Aroused","Dizzy, Paranoid, Dry Eyes","Spasticity, Headaches, Pain, Cramps, Muscle Spasms, Lack of Appetite"
902,sativa,"Pineapple, Earthy, Pepper, Tropical, Menthol, Sweet, Cheese, Apple, Spicy/Herbal, Citrus, Pear, Strawberry, Blueberry, Mango, Pine, Woody, Skunk, Chestnut, Lemon, Chemical, Grapefruit, Honey","Energetic, Hungry, Tingly, Giggly, Happy, Talkative, Creative","Anxious, Paranoid","Stress, Fatigue, Headache, Headaches, Inflammation, Insomnia, Spasticity, Pain, Seizures, Cramps"
903,"sativa, hybrid","Grape, Minty, Skunk, Blue Cheese, Flowery, Apricot, Pineapple, Blue, Pear, Plum, Spicy/Herbal, Mango, Butter, Tobacco","Aroused, Relaxed, Creative, Sleepy","Dry Eyes, Paranoid","Headaches, Insomnia"
904,hybrid,"Orange, Cheese, Berry, Rose, Woody, Citrus, Tea, Earthy, Menthol, Grapefruit, Blue, Vanilla, Grape, Minty, Tree Fruit, Flowery, Coffee, Tropical, Mango, Pine","Talkative, Hungry, Tingly",,"Headaches, Stress, Pain, Cramps, Eye Pressure, Headache, Depression, Lack of Appetite, Fatigue, Spasticity"
905,"indica, sativa","Lemon, Skunk, Nutty, Apple, Coffee, Lavender, Tree",,"Anxious, Dizzy","Fatigue, Lack of Appetite, Nausea, Inflammation, Headache, Muscle Spasms, Spasticity"
906,"sativa, indica, hybrid","Nutty, Lime, Chemical, Diesel, Honey, Tropical, Peach","Energetic, Hungry, Uplifted, Happy, Creative, Tingly","Paranoid, Dizzy","Stress, Muscle Spasms, Insomnia, Inflammation, Pain, Fatigue, Eye Pressure, Headache, Nausea"
907,"sativa, hybrid","Pear, Mint, Earthy, Tree, Grape, Tea, Blueberry, Pineapple, Lemon, Chemical, Coffee, Nutty, Orange, Cheese, Menthol, Tobacco, Rose, Citrus, Berry, Lavender, Tar, Ammonia",Tingly,"Paranoid, Dizzy, Anxious","Lack of Appetite, Stress, Headaches, Spasticity, Muscle Spasms, Inflammation"
908,sativa,"Plum, Sweet, Pine, Peach, Pungent, Blue Cheese, Grape, Minty, Fruit, Citrus, Mint, Nutty, Strawberry, Berry, Chemical, Butter, Pepper, Blueberry, Coffee, Lemon, Spicy/Herbal, Mango, Tropical, Tea, Tar, Blue, Flowery, Grapefruit, Woody","Happy, Aroused","Paranoid, Dry Mouth, Dizzy","Eye Pressure, Insomnia, Fatigue, Nausea, Cramps, Stress, Depression, Headaches, Pain, Spasticity, Seizures"
909,hybrid,"Earthy, Pear, Cheese, Mint, Lemon, Grape, Butter, Honey, Berry, Blue Cheese, Tea, Diesel, Lime, Strawberry, Lavender, Grapefruit, Woody, Coffee, Chemical, Pungent, Rose, Pine, Flowery, Orange, Fruit, Plum, Pepper, Spicy/Herbal, Sweet, Citrus, Vanilla, Violet","Euphoric, Energetic, Creative, Aroused","Anxious, Dizzy","Seizures, Inflammation, Muscle Spasms, Depression"
910,,"Grape, Pine","Sleepy, Happy, Tingly, Creative, Hungry, Giggly, Talkative, Relaxed","Dry Mouth, Dizzy","Fatigue, Eye Pressure, Insomnia, Nausea, Stress"
911,"hybrid, sativa","Pear, Berry, Vanilla, Woody, Sage, Pineapple, Pepper, Honey, Tree, Lime, Ammonia, Flowery, Citrus, Blue, Lavender, Tropical, Nutty, Strawberry, Coffee, Tar, Tea",Creative,"Dizzy, Anxious, Paranoid","Lack of Appetite, Insomnia, Nausea, Fatigue, Depression, Pain, Stress, Inflammation, Eye Pressure"
912,hybrid,"Grapefruit, Apricot, Blueberry, Cheese, Strawberry, Orange, Mint, Tea, Plum, Pineapple, Spicy/Herbal, Blue, Chestnut, Lemon, Lime, Fruit, Skunk, Peach, Menthol, Diesel, Tree Fruit, Grape, Ammonia, Sage, Rose, Nutty, Earthy, Pine, Flowery, Vanilla, Mango, Tree, Tar, Tropical, Woody","Happy, Hungry, Aroused, Giggly, Uplifted, Relaxed, Tingly, Focused, Energetic",Anxious,"Cramps, Seizures, Inflammation, Eye Pressure, Depression"
913,"hybrid, indica","Earthy, Pineapple, Pungent, Lime, Violet, Citrus, Tobacco","Hungry, Relaxed, Euphoric, Creative",,Inflammation
914,"sativa, hybrid","Tea, Rose, Menthol, Violet, Chemical, Apricot, Tree, Vanilla, Blue Cheese, Tobacco, Grapefruit, Pear, Spicy/Herbal, Diesel, Earthy, Skunk, Orange, Fruit, Cheese, Blueberry, Chestnut, Plum","Tingly, Energetic, Focused, Talkative, Happy, Aroused","Dry Mouth, Dry Eyes, Paranoid","Seizures, Pain, Lack of Appetite, Headache, Cramps, Headaches, Insomnia, Eye Pressure"
915,hybrid,"Skunk, Ammonia, Pineapple, Tropical, Tea, Citrus, Tree, Fruit, Cheese, Pungent, Sweet, Tree Fruit, Minty, Honey, Menthol, Apple, Mango, Peach, Woody, Pine, Blue Cheese, Vanilla, Lavender, Tar, Earthy, Grapefruit, Diesel, Nutty, Tobacco, Orange","Talkative, Hungry, Happy, Giggly, Aroused",Dizzy,"Stress, Cramps, Eye Pressure, Pain, Inflammation, Muscle Spasms, Insomnia"
916,hybrid,"Blueberry, Sweet, Lavender, Lime, Rose, Tree Fruit, Pungent, Tropical, Cheese, Plum, Lemon",Aroused,Dizzy,"Insomnia, Depression, Cramps, Fatigue, Inflammation, Eye Pressure, Stress, Headaches, Spasticity, Seizures"
917,"sativa, hybrid","Violet, Apricot, Menthol, Flowery, Strawberry","Relaxed, Focused, Aroused",Dizzy,"Depression, Cramps, Headaches"
918,,"Orange, Tea, Diesel, Tar, Grape, Pineapple, Spicy/Herbal, Mint, Cheese, Earthy, Tropical, Violet, Chestnut, Minty, Lemon, Coffee, Sage, Citrus, Pine, Tobacco, Plum, Vanilla, Lavender, Rose, Peach","Giggly, Focused, Relaxed, Sleepy, Happy",,Seizures
919,hybrid,"Apple, Citrus, Lime, Menthol, Tar, Violet, Spicy/Herbal, Sweet, Orange, Butter, Tree, Blue","Creative, Euphoric, Giggly",Dry Mouth,"Headaches, Eye Pressure, Insomnia, Nausea, Spasticity, Stress, Seizures, Depression, Fatigue"
920,"hybrid, indica","Cheese, Sage, Chemical, Menthol, Lime, Fruit, Apricot, Mint, Skunk, Ammonia, Pineapple, Grape, Pear, Tea, Pine, Pungent","Hungry, Uplifted, Relaxed",Dry Eyes,"Inflammation, Headaches, Cramps, Headache, Muscle Spasms, Insomnia, Stress, Fatigue, Spasticity"
921,"indica, sativa, hybrid","Grape, Fruit, Coffee, Pine, Lemon, Chestnut, Ammonia, Skunk, Apple, Lime, Earthy, Tree, Honey, Rose, Orange","Aroused, Energetic, Euphoric, Hungry, Uplifted, Talkative",,"Pain, Nausea, Depression, Insomnia, Inflammation, Seizures, Cramps"
922,,"Peach, Blue Cheese, Mint, Butter, Grape, Spicy/Herbal, Pineapple, Vanilla, Sweet, Tobacco, Tree, Woody, Violet, Pear, Blue, Fruit, Earthy, Coffee, Tropical, Lavender, Apple, Berry, Flowery, Lime, Skunk, Grapefruit, Diesel, Chemical, Strawberry, Ammonia, Tar, Pungent, Pine, Pepper, Apricot","Focused, Talkative, Creative, Hungry, Tingly, Happy, Euphoric",,
